"VE_TOTAL","PERSONS","PEDS","NO_LANES","SP_LIMIT","FATALS","DRUNK_DR"
<node height="30.0">
2.0, 2.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 40.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 3.0, 1.0, 2.0, 40.0, 1.0, 1.0
1.0, 3.0, 1.0, 2.0, 40.0, 1.0, 0.0
1.0, 3.0, 1.0, 2.0, 40.0, 1.0, 0.0
3.0, 4.0, 2.0, 4.0, 40.0, 3.0, 0.0
3.0, 4.0, 0.0, 6.0, 40.0, 1.0, 2.0
2.0, 4.0, 0.0, 6.0, 40.0, 2.0, 0.0
1.0, 4.0, 0.0, 6.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 6.0, 40.0, 1.0, 2.0
1.0, 1.0, 0.0, 6.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 6.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 6.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 6.0, 40.0, 1.0, 0.0
2.0, 4.0, 0.0, 4.0, 40.0, 1.0, 1.0
2.0, 5.0, 0.0, 4.0, 40.0, 1.0, 1.0
1.0, 4.0, 0.0, 4.0, 40.0, 1.0, 2.0
1.0, 5.0, 0.0, 4.0, 40.0, 1.0, 1.0
3.0, 4.0, 0.0, 4.0, 40.0, 1.0, 0.0
3.0, 4.0, 0.0, 3.0, 40.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 3.0, 0.0, 3.0, 40.0, 1.0, 1.0
2.0, 2.0, 0.0, 3.0, 40.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 40.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 40.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 40.0, 1.0, 1.0
1.0, 3.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 3.0, 1.0, 4.0, 40.0, 1.0, 1.0
1.0, 3.0, 1.0, 3.0, 40.0, 1.0, 2.0
1.0, 3.0, 1.0, 3.0, 40.0, 1.0, 1.0
1.0, 3.0, 1.0, 3.0, 40.0, 1.0, 1.0
1.0, 2.0, 0.0, 4.0, 40.0, 2.0, 2.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 2.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 2.0
2.0, 1.0, 0.0, 4.0, 40.0, 1.0, 1.0
2.0, 1.0, 0.0, 4.0, 40.0, 1.0, 0.0
1.0, 1.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 40.0, 1.0, 1.0
1.0, 2.0, 0.0, 4.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 3.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 40.0, 1.0, 0.0
2.0, 2.0, 0.0, 3.0, 40.0, 1.0, 0.0
2.0, 2.0, 0.0, 3.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 40.0, 1.0, 0.0
3.0, 2.0, 0.0, 4.0, 40.0, 1.0, 2.0
4.0, 2.0, 0.0, 4.0, 40.0, 1.0, 0.0
1.0, 6.0, 0.0, 2.0, 35.0, 1.0, 6.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 2.0
1.0, 3.0, 2.0, 4.0, 35.0, 1.0, 2.0
2.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 5.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 1.0
2.0, 2.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 4.0, 1.0, 4.0, 35.0, 1.0, 2.0
1.0, 5.0, 1.0, 4.0, 35.0, 1.0, 1.0
1.0, 4.0, 0.0, 4.0, 35.0, 1.0, 1.0
2.0, 4.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 4.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 4.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 4.0, 2.0, 4.0, 35.0, 1.0, 0.0
1.0, 3.0, 2.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 2.0, 4.0, 35.0, 1.0, 1.0
2.0, 3.0, 1.0, 4.0, 35.0, 1.0, 1.0
2.0, 3.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 3.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 3.0, 1.0, 4.0, 35.0, 1.0, 0.0
4.0, 5.0, 0.0, 4.0, 35.0, 1.0, 1.0
3.0, 5.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 5.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 4.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 4.0, 0.0, 4.0, 35.0, 2.0, 0.0
3.0, 4.0, 0.0, 4.0, 35.0, 1.0, 1.0
3.0, 4.0, 0.0, 4.0, 35.0, 1.0, 1.0
1.0, 3.0, 0.0, 4.0, 35.0, 2.0, 0.0
1.0, 3.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 35.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
3.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
3.0, 1.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
3.0, 2.0, 0.0, 4.0, 35.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 35.0, 1.0, 0.0
1.0, 4.0, 0.0, 4.0, 35.0, 3.0, 1.0
1.0, 5.0, 0.0, 2.0, 35.0, 3.0, 0.0
3.0, 5.0, 0.0, 2.0, 35.0, 1.0, 0.0
3.0, 6.0, 0.0, 2.0, 35.0, 1.0, 1.0
3.0, 5.0, 0.0, 2.0, 35.0, 1.0, 1.0
2.0, 5.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 5.0, 0.0, 4.0, 35.0, 2.0, 0.0
2.0, 6.0, 0.0, 4.0, 35.0, 1.0, 0.0
2.0, 6.0, 0.0, 3.0, 35.0, 1.0, 1.0
1.0, 4.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 4.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 35.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 3.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 3.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 3.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 5.0, 1.0, 3.0, 35.0, 1.0, 0.0
1.0, 4.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 4.0, 1.0, 2.0, 35.0, 1.0, 0.0
2.0, 5.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 5.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 6.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 6.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 35.0, 2.0, 3.0
2.0, 3.0, 1.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 1.0, 1.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 1.0, 35.0, 1.0, 1.0
1.0, 3.0, 1.0, 2.0, 35.0, 1.0, 2.0
1.0, 3.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 3.0, 1.0, 2.0, 35.0, 1.0, 1.0
2.0, 3.0, 0.0, 2.0, 35.0, 1.0, 2.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 2.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 2.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 2.0
1.0, 1.0, 0.0, 1.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 35.0, 1.0, 1.0
2.0, 2.0, 0.0, 3.0, 35.0, 1.0, 1.0
2.0, 2.0, 0.0, 3.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 35.0, 1.0, 0.0
1.0, 1.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 1.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 35.0, 1.0, 1.0
1.0, 2.0, 0.0, 3.0, 35.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 35.0, 1.0, 1.0
<node height="77.0">
1.0, 3.0, 1.0, 9.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 9.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 9.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 9.0, 65.0, 1.0, 1.0
2.0, 10.0, 0.0, 2.0, 65.0, 3.0, 1.0
1.0, 10.0, 0.0, 2.0, 65.0, 1.0, 1.0
3.0, 9.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 10.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 8.0, 0.0, 3.0, 65.0, 1.0, 1.0
2.0, 8.0, 0.0, 2.0, 65.0, 2.0, 0.0
2.0, 7.0, 0.0, 4.0, 65.0, 3.0, 0.0
2.0, 6.0, 0.0, 4.0, 65.0, 3.0, 0.0
1.0, 6.0, 0.0, 4.0, 65.0, 2.0, 1.0
1.0, 6.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 7.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 7.0, 0.0, 3.0, 65.0, 2.0, 0.0
2.0, 6.0, 0.0, 2.0, 65.0, 2.0, 1.0
1.0, 6.0, 0.0, 2.0, 65.0, 2.0, 1.0
1.0, 6.0, 0.0, 3.0, 65.0, 1.0, 2.0
1.0, 6.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 7.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 6.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 6.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 5.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 5.0, 0.0, 2.0, 65.0, 2.0, 0.0
1.0, 4.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 3.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 3.0, 65.0, 1.0, 0.0
2.0, 5.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 5.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 5.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 5.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 6.0, 0.0, 3.0, 70.0, 1.0, 1.0
2.0, 7.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 8.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 7.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 7.0, 0.0, 2.0, 70.0, 1.0, 0.0
2.0, 7.0, 0.0, 2.0, 70.0, 4.0, 1.0
1.0, 6.0, 0.0, 2.0, 70.0, 3.0, 2.0
1.0, 5.0, 0.0, 4.0, 70.0, 2.0, 1.0
1.0, 5.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 5.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 6.0, 0.0, 3.0, 70.0, 2.0, 0.0
1.0, 6.0, 0.0, 2.0, 70.0, 2.0, 0.0
3.0, 9.0, 0.0, 4.0, 70.0, 1.0, 0.0
3.0, 11.0, 0.0, 2.0, 70.0, 1.0, 0.0
2.0, 10.0, 1.0, 2.0, 70.0, 1.0, 0.0
6.0, 9.0, 0.0, 2.0, 70.0, 2.0, 0.0
3.0, 7.0, 0.0, 3.0, 70.0, 2.0, 0.0
5.0, 7.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 4.0, 0.0, 2.0, 70.0, 2.0, 0.0
1.0, 4.0, 0.0, 2.0, 70.0, 3.0, 0.0
2.0, 5.0, 0.0, 2.0, 70.0, 1.0, 0.0
3.0, 5.0, 0.0, 2.0, 70.0, 1.0, 0.0
3.0, 4.0, 0.0, 2.0, 70.0, 1.0, 1.0
3.0, 3.0, 0.0, 3.0, 70.0, 1.0, 1.0
3.0, 4.0, 0.0, 3.0, 70.0, 1.0, 1.0
3.0, 4.0, 0.0, 4.0, 70.0, 1.0, 1.0
3.0, 4.0, 0.0, 4.0, 70.0, 1.0, 0.0
2.0, 4.0, 1.0, 3.0, 70.0, 1.0, 0.0
2.0, 4.0, 0.0, 3.0, 70.0, 1.0, 1.0
2.0, 4.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 3.0, 0.0, 4.0, 70.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 70.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 70.0, 1.0, 1.0
2.0, 2.0, 1.0, 3.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 70.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 70.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 2.0, 0.0
2.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 2.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 3.0, 1.0, 2.0, 70.0, 1.0, 1.0
2.0, 3.0, 0.0, 2.0, 70.0, 1.0, 1.0
2.0, 3.0, 0.0, 2.0, 70.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 4.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 4.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 4.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 70.0, 1.0, 0.0
2.0, 2.0, 1.0, 3.0, 70.0, 1.0, 0.0
2.0, 3.0, 0.0, 3.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 3.0, 70.0, 1.0, 0.0
2.0, 2.0, 0.0, 3.0, 70.0, 1.0, 0.0
