"VE_TOTAL","PERSONS","PEDS","NO_LANES","SP_LIMIT","FATALS","DRUNK_DR"
<node height="30.0">
1.0, 1.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 70.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 70.0, 1.0, 0.0
1.0, 3.0, 0.0, 1.0, 65.0, 2.0, 3.0
1.0, 4.0, 0.0, 1.0, 65.0, 2.0, 1.0
2.0, 4.0, 1.0, 2.0, 65.0, 1.0, 1.0
2.0, 3.0, 1.0, 2.0, 65.0, 1.0, 2.0
1.0, 2.0, 1.0, 2.0, 65.0, 1.0, 2.0
1.0, 2.0, 1.0, 2.0, 65.0, 1.0, 1.0
1.0, 3.0, 1.0, 2.0, 65.0, 1.0, 1.0
2.0, 4.0, 0.0, 3.0, 65.0, 1.0, 1.0
2.0, 4.0, 0.0, 3.0, 65.0, 1.0, 2.0
3.0, 4.0, 0.0, 2.0, 65.0, 1.0, 2.0
3.0, 4.0, 0.0, 2.0, 65.0, 1.0, 1.0
3.0, 4.0, 0.0, 2.0, 65.0, 1.0, 1.0
3.0, 3.0, 0.0, 2.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 2.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 3.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 3.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 3.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 2.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 4.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 4.0, 0.0, 2.0, 65.0, 2.0, 1.0
1.0, 3.0, 0.0, 2.0, 65.0, 2.0, 1.0
1.0, 3.0, 0.0, 2.0, 65.0, 2.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 2.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 2.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 2.0, 0.0
1.0, 3.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 1.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 1.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 1.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 1.0, 3.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 1.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 1.0, 65.0, 1.0, 1.0
3.0, 4.0, 0.0, 2.0, 65.0, 2.0, 0.0
4.0, 5.0, 0.0, 2.0, 65.0, 2.0, 0.0
3.0, 4.0, 0.0, 1.0, 65.0, 1.0, 0.0
2.0, 4.0, 1.0, 1.0, 65.0, 1.0, 0.0
3.0, 3.0, 2.0, 2.0, 65.0, 1.0, 0.0
4.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
3.0, 3.0, 0.0, 2.0, 65.0, 1.0, 0.0
1.0, 3.0, 1.0, 4.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 5.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 5.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 5.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 4.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 2.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 3.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 3.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 4.0, 65.0, 2.0, 2.0
1.0, 2.0, 0.0, 5.0, 65.0, 1.0, 2.0
1.0, 2.0, 0.0, 4.0, 65.0, 1.0, 2.0
2.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 1.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 5.0, 65.0, 1.0, 1.0
1.0, 5.0, 0.0, 4.0, 65.0, 1.0, 1.0
1.0, 5.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 4.0, 0.0, 4.0, 65.0, 1.0, 0.0
1.0, 4.0, 0.0, 3.0, 65.0, 1.0, 0.0
3.0, 4.0, 0.0, 4.0, 65.0, 1.0, 0.0
4.0, 4.0, 0.0, 4.0, 65.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 65.0, 1.0, 1.0
3.0, 3.0, 0.0, 4.0, 65.0, 1.0, 0.0
3.0, 3.0, 0.0, 4.0, 65.0, 1.0, 0.0
5.0, 6.0, 0.0, 4.0, 65.0, 1.0, 0.0
4.0, 6.0, 0.0, 4.0, 65.0, 1.0, 0.0
3.0, 7.0, 0.0, 4.0, 65.0, 1.0, 0.0
3.0, 7.0, 0.0, 3.0, 65.0, 1.0, 0.0
3.0, 6.0, 0.0, 3.0, 65.0, 1.0, 0.0
3.0, 5.0, 0.0, 3.0, 65.0, 1.0, 0.0
3.0, 6.0, 0.0, 4.0, 65.0, 1.0, 1.0
3.0, 5.0, 0.0, 3.0, 65.0, 1.0, 1.0
3.0, 4.0, 0.0, 7.0, 65.0, 2.0, 0.0
3.0, 3.0, 0.0, 7.0, 65.0, 1.0, 0.0
1.0, 4.0, 0.0, 6.0, 65.0, 2.0, 0.0
1.0, 4.0, 0.0, 7.0, 65.0, 1.0, 0.0
1.0, 4.0, 0.0, 6.0, 65.0, 1.0, 0.0
1.0, 3.0, 0.0, 5.0, 65.0, 2.0, 1.0
1.0, 3.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 4.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 6.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 6.0, 65.0, 1.0, 0.0
1.0, 1.0, 0.0, 6.0, 65.0, 1.0, 1.0
1.0, 1.0, 0.0, 6.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 5.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 5.0, 65.0, 1.0, 0.0
2.0, 3.0, 1.0, 6.0, 65.0, 1.0, 1.0
2.0, 3.0, 1.0, 5.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 4.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 6.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 6.0, 65.0, 1.0, 0.0
3.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 2.0, 0.0, 5.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 7.0, 65.0, 1.0, 1.0
1.0, 2.0, 1.0, 6.0, 65.0, 1.0, 1.0
1.0, 2.0, 0.0, 6.0, 65.0, 1.0, 0.0
1.0, 2.0, 1.0, 6.0, 65.0, 1.0, 0.0
2.0, 3.0, 0.0, 7.0, 65.0, 1.0, 1.0
2.0, 3.0, 0.0, 7.0, 65.0, 1.0, 2.0
2.0, 2.0, 1.0, 6.0, 65.0, 1.0, 2.0
2.0, 2.0, 1.0, 6.0, 65.0, 1.0, 1.0
1.0, 4.0, 0.0, 4.0, 65.0, 4.0, 2.0
2.0, 5.0, 0.0, 3.0, 65.0, 3.0, 1.0
1.0, 5.0, 1.0, 5.0, 65.0, 1.0, 2.0
1.0, 4.0, 0.0, 4.0, 65.0, 1.0, 2.0
2.0, 6.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 6.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 5.0, 0.0, 5.0, 65.0, 1.0, 1.0
2.0, 5.0, 0.0, 4.0, 65.0, 1.0, 1.0
3.0, 4.0, 1.0, 5.0, 65.0, 1.0, 2.0
2.0, 5.0, 1.0, 6.0, 65.0, 2.0, 1.0
3.0, 4.0, 1.0, 7.0, 65.0, 1.0, 1.0
3.0, 5.0, 1.0, 7.0, 65.0, 1.0, 1.0
1.0, 7.0, 0.0, 4.0, 65.0, 5.0, 0.0
2.0, 8.0, 0.0, 7.0, 65.0, 2.0, 3.0
3.0, 7.0, 0.0, 5.0, 65.0, 3.0, 0.0
4.0, 7.0, 0.0, 4.0, 65.0, 2.0, 0.0
4.0, 7.0, 0.0, 5.0, 65.0, 1.0, 1.0
3.0, 8.0, 0.0, 5.0, 65.0, 1.0, 0.0
3.0, 8.0, 0.0, 5.0, 65.0, 1.0, 0.0
2.0, 7.0, 2.0, 5.0, 65.0, 2.0, 1.0
4.0, 6.0, 2.0, 5.0, 65.0, 2.0, 0.0
<node height="33.0">
1.0, 4.0, 0.0, 4.0, 50.0, 3.0, 3.0
2.0, 4.0, 0.0, 3.0, 50.0, 2.0, 3.0
2.0, 3.0, 0.0, 4.0, 50.0, 1.0, 2.0
2.0, 2.0, 0.0, 4.0, 50.0, 1.0, 1.0
2.0, 2.0, 1.0, 4.0, 50.0, 1.0, 2.0
1.0, 3.0, 0.0, 2.0, 50.0, 1.0, 3.0
1.0, 2.0, 1.0, 3.0, 50.0, 1.0, 2.0
1.0, 2.0, 0.0, 2.0, 50.0, 1.0, 2.0
1.0, 1.0, 0.0, 5.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 50.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 50.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 3.0, 50.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 50.0, 3.0, 1.0
3.0, 3.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 3.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 4.0, 0.0, 2.0, 50.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 50.0, 1.0, 0.0
2.0, 3.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 3.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 1.0, 2.0, 50.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 2.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 2.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 2.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 3.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 3.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 50.0, 1.0, 1.0
2.0, 2.0, 0.0, 3.0, 50.0, 1.0, 0.0
2.0, 2.0, 0.0, 3.0, 50.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 50.0, 1.0, 0.0
2.0, 2.0, 0.0, 2.0, 50.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 50.0, 2.0, 0.0
2.0, 3.0, 0.0, 3.0, 50.0, 2.0, 0.0
2.0, 2.0, 0.0, 9.0, 55.0, 1.0, 0.0
2.0, 2.0, 0.0, 7.0, 55.0, 1.0, 0.0
1.0, 2.0, 0.0, 4.0, 55.0, 1.0, 2.0
1.0, 2.0, 1.0, 3.0, 55.0, 1.0, 0.0
1.0, 2.0, 0.0, 3.0, 55.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 55.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 55.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 55.0, 1.0, 0.0
1.0, 2.0, 1.0, 4.0, 55.0, 1.0, 1.0
1.0, 2.0, 1.0, 4.0, 55.0, 1.0, 1.0
2.0, 1.0, 0.0, 4.0, 55.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 55.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 55.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 55.0, 1.0, 0.0
1.0, 1.0, 0.0, 4.0, 55.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 1.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 0.0
2.0, 2.0, 0.0, 4.0, 55.0, 1.0, 0.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
1.0, 1.0, 0.0, 2.0, 55.0, 1.0, 1.0
