225,10,0,-4,4
225,-5,-5,0,5
225,-5,-9,0,10
225,-1,3,1,0
225,-1,2,4,2
225,0,2,4,6
225,0,-10,5,-5
225,-4,-5,5,5
225,10,-10,5,10
225,-8,-5,5,10
225,0,7,6,2
225,-3,-10,6,3
225,5,10,7,3
225,2,-5,7,5
225,-3,8,7,5
225,-2,0,7,7
225,-6,6,8,6
225,5,-3,8,7
225,5,3,8,9
225,-10,0,10,5
225,0,5,10,7
225,4,-10,10,8
300,10,-10,-10,10
300,-10,-10,-10,10
300,0,-2,-1,-1
300,0,0,0,0
300,5,-8,0,3
300,10,-8,0,4
300,9,3,0,6
300,8,0,0,9
300,-8,-2,2,4
300,2,4,2,3
300,9,-8,3,0
300,-5,6,3,2
300,1,-6,3,3
300,5,3,4,0
300,10,-10,4,10
300,0,0,5,0
300,-2,6,5,5
300,-3,6,6,7
300,-5,1,7,1
300,3,5,7,2
300,-1,10,8,4
300,-10,10,10,-10
300,-10,9,10,10
366,0,-8,-6,10
366,-3,0,-3,0
366,0,-4,0,0
366,-2,3,0,5
366,0,0,2,5
366,1,-6,3,0
366,4,2,4,-5
366,0,0,4,1
366,9,-4,5,1
366,-2,1,5,3
366,0,-1,6,3
366,-7,7,7,7
366,0,-5,8,8
366,2,5,8,8
431,-10,-10,-10,-10
431,10,-10,-6,3
431,-5,-7,-5,7
431,7,-2,-1,3
431,-7,-1,0,7
431,7,-9,2,5
431,-7,-1,2,7
431,-5,-10,3,7
431,3,4,4,1
431,2,-10,4,4
431,-6,7,4,4
431,0,-7,5,0
431,10,-10,5,0
431,9,6,5,4
431,5,5,5,5
431,0,7,6,5
431,0,-4,6,6
431,-3,5,6,7
431,-8,8,7,-5
431,-8,6,8,6
431,7,-7,8,6
431,-8,0,8,7
431,-5,5,10,0
431,-3,8,10,10
431,-10,10,10,5
431,10,10,10,10
450,10,-10,-5,0
450,-6,-7,-5,8
450,3,0,-3,0
450,5,-5,-3,0
450,0,0,0,0
450,0,0,0,0
450,8,0,2,7
450,8,-7,3,6
450,0,-1,5,5
450,3,4,5,5
450,0,0,5,7
450,3,1,6,5
450,0,-6,10,0
458,-10,-8,-6,7
458,2,-7,-2,6
458,1,5,-1,-7
458,10,0,0,8
458,-10,7,2,9
458,-8,-8,4,2
458,-10,0,4,7
458,6,5,5,6
458,10,-8,5,1
458,0,5,5,3
458,-7,7,5,6
458,-3,0,6,3
458,-8,0,10,-1
464,-10,-10,-9,10
464,8,-8,-3,0
464,-4,-5,0,2
464,-8,-10,0,10
464,0,-10,3,3
464,0,3,3,3
464,-2,-8,3,8
464,0,0,3,2
464,0,0,4,2
464,-5,-8,4,4
464,9,-5,4,8
464,-4,-7,5,4
464,0,-5,5,5
464,-5,0,8,0
464,3,-3,8,4
464,0,2,8,9
464,-10,-7,10,5
464,10,-3,10,10
464,0,0,10,10
466,10,-3,-6,-3
466,9,0,-5,5
466,10,-6,-2,5
466,4,-4,-2,7
466,6,-2,0,-2
466,-2,2,0,1
466,0,0,0,5
466,10,-5,1,5
466,5,1,3,3
466,2,3,3,6
466,-3,7,4,2
466,5,-5,5,5
466,5,5,5,0
466,6,-8,6,10
466,-10,8,7,-5
466,-4,-8,8,8
466,5,-9,9,6
466,-5,4,9,9
476,10,-5,-2,8
476,0,-5,1,-6
476,4,-2,1,10
476,2,1,2,4
476,0,0,3,3
476,0,4,3,4
476,0,-2,4,4
476,-7,7,4,6
476,3,-7,4,8
476,0,5,5,3
476,0,-5,5,8
476,-2,4,6,6
476,-1,8,7,6
476,-7,-3,7,5
476,9,8,7,8
476,7,0,7,7
476,0,-3,8,8
476,0,0,8,5
476,9,-10,8,0
476,0,6,8,6
476,-8,-8,10,0
476,-8,0,10,-1
581,8,-10,-2,4
581,4,0,2,4
581,-3,0,3,5
581,0,0,3,-3
581,0,-2,3,3
581,0,0,3,8
581,0,5,4,-3
581,0,-5,4,3
581,9,5,7,6
